Asik RAWS - Alaska - Noatak National Park and Preserve,,,,,,,,,,,,,,,
Date_Time,Precipitation (in),Wind Speed (mph),Wind Direction (degrees),Average Air Temperature (F),Relative Humidity (%),Battery Voltage (Volts),Wind Direction of Gust (degrees),Peak Wind Speed (mph),Solar Radiation (W m-²),Snow Depth (in),Minimum Air Temperature (F),Maximum Air Temperature (F),Soil Temperature 10 cm (F),Soil Temperature 20 cm (F),Soil Temperature 50 cm (F)
7/23/2012 1:00,0,3.2,191,57.04,42,13,199,4.1,10,2.3,56.31,57.76,54.3,53.5,50.1
7/23/2012 2:00,0,3.6,174,56.88,41,12.9,177,5.7,4,2.4,55.91,57.71,53.7,53.2,50.2
7/23/2012 3:00,0,1.4,92,55.69,47,12.9,177,5.4,2,2.2,54.38,57.71,53.1,52.7,50.3
7/23/2012 4:00,0,1.8,98,54.43,48,12.8,162,4.3,2,2.1,53.33,55.52,52.4,52.3,50.3
7/23/2012 5:00,0,1.9,90,54.06,47,12.8,96,3.2,7,2.3,53.22,54.79,51.8,51.8,50.2
7/23/2012 6:00,0,0.8,83,54.73,50,12.9,142,2,26,2.1,54.17,55.5,51.3,51.4,50.1
7/23/2012 7:00,0,2.9,91,54.72,51,13,101,6.5,41,2.3,53.91,55.27,50.9,51,50
7/23/2012 8:00,0,2.5,114,54.32,61,13.1,90,5.6,45,2.4,54.12,54.74,50.7,50.7,49.9
7/23/2012 9:00,0,5.7,121,54.07,73,13.3,148,12.9,86,2.2,53.17,55.37,50.7,50.5,49.7
7/23/2012 10:00,0,9.7,121,54.79,79,13.3,129,13.4,131,2.3,54.53,55.16,50.8,50.4,49.5
7/23/2012 11:00,0,10.5,153,54.36,84,13.3,170,13.3,75,2.3,53.91,54.96,51,50.4,49.4
7/23/2012 12:00,0,10.6,153,54.21,89,13.3,165,14.4,120,2.3,53.91,54.64,51.1,50.5,49.3
7/23/2012 13:00,0,15.3,169,54.43,76,13.3,181,19,257,2.3,53.91,55.57,51.3,50.5,49.2
7/23/2012 14:00,0,15.4,183,55.83,61,13.2,193,19.2,417,2.3,54.69,58.12,51.6,50.7,49.1
7/23/2012 15:00,0,16.6,199,57.06,58,13.2,212,20.3,454,2.4,56.23,59.05,52.1,50.9,49
7/23/2012 16:00,0,14.8,199,56.67,61,13.2,209,18.9,495,2.1,55.78,58.91,52.6,51.2,49
7/23/2012 17:00,0,9.4,205,55.53,59,13.2,211,14,310,2.3,54.85,56.72,53.1,51.6,49
7/23/2012 18:00,0,6.8,188,55.68,57,13.2,212,10.8,345,2.1,54.75,57.05,53.5,52,49
7/23/2012 19:00,0,8.4,166,56.68,57,13.2,224,12.1,350,2.3,55.37,57.45,54,52.3,49.1
7/23/2012 20:00,0,11.2,177,56.28,62,13.2,188,16.1,145,2.3,55.5,56.72,54.3,52.7,49.2
7/23/2012 21:00,0,14.4,169,55.63,63,13.3,184,17.5,130,2.3,55.21,56.56,54.3,52.9,49.4
7/23/2012 22:00,0,12.9,154,55.46,61,13.3,167,16.1,133,2.1,55.22,55.95,54.2,53,49.5
7/23/2012 23:00,0,14.8,143,54.77,70,13.3,149,18.5,51,2.2,54.12,55.52,54,53,49.7
7/24/2012 0:00,0,18,143,52.96,84,13.1,145,21.5,22,2.3,52.02,54.12,53.7,52.8,49.8
7/24/2012 1:00,0,18.1,158,51.95,85,13,151,21.9,5,2.2,51.44,52.59,53.4,52.7,49.9
7/24/2012 2:00,0,10.1,190,50.62,87,12.9,174,16.2,1,2.2,49.87,51.44,53,52.4,49.9
7/24/2012 3:00,0,15.4,179,50.17,82,12.9,194,21.3,0,2.4,49.66,51.23,52.6,52.2,50
7/24/2012 4:00,0,18.1,170,50.42,88,12.8,185,24.1,0,2.4,49.98,50.71,52.3,51.9,50
7/24/2012 5:00,0.07,23.2,178,49.6,99,12.8,187,26.8,0,2.3,48.82,50.18,51.9,51.7,49.9
7/24/2012 6:00,0.07,24.3,192,48.49,99,12.8,199,29.9,2,2,46.82,48.93,51.7,51.4,49.9
7/24/2012 7:00,0.05,23.5,184,46.31,96,12.8,199,29.5,7,2.1,45.71,46.82,51.4,51.2,49.8
7/24/2012 8:00,0.07,22,173,46.18,99,12.8,177,28.1,7,2.1,45.4,47.09,51,50.9,49.7
7/24/2012 9:00,0.03,24.4,172,46.89,99,12.8,169,27.6,14,2.2,46.66,47.09,50.7,50.6,49.6
7/24/2012 10:00,0.07,26.3,178,47.32,99,12.8,187,30.7,23,2,47.09,47.71,50.4,50.4,49.5
7/24/2012 11:00,0.03,27.1,176,47.69,99,13,188,31.1,45,2,47.47,47.92,50.2,50.2,49.3
7/24/2012 12:00,0.08,26.2,174,48,100,13.2,181,30.9,40,2.1,47.78,48.19,50,50,49.2
7/24/2012 13:00,0.11,25,180,48.07,100,13.4,176,28,43,2,47.88,48.19,49.9,49.8,49.1
7/24/2012 14:00,0.2,23.1,178,48.02,100,13.4,181,28.3,49,2,47.77,48.29,49.8,49.6,49
7/24/2012 15:00,0.13,22.8,181,47.86,100,13.4,187,28.4,50,2.1,46.62,48.29,49.7,49.5,48.8
7/24/2012 16:00,0.06,22,201,46.05,100,13.5,209,25,65,2.2,45.48,46.72,49.6,49.4,48.7
7/24/2012 17:00,0,21.7,192,45.64,100,13.5,197,26.5,90,2.1,45.09,46.35,49.5,49.3,48.6
7/24/2012 18:00,0,18.4,188,45.36,100,13.5,200,23.1,47,2,45.2,45.61,49.3,49.2,48.5
7/24/2012 19:00,0.03,15.7,186,45.74,100,13.5,191,20.6,63,2.2,45.2,46.25,49.2,49.1,48.5
7/24/2012 20:00,0.02,15.9,172,46.55,100,13.5,185,21.5,44,2.1,46.14,46.98,49,49,48.4
7/24/2012 21:00,0.02,18.7,177,46.61,100,13.3,182,21.4,21,2.1,46.04,46.98,49,48.9,48.3
7/24/2012 22:00,0.01,16.2,172,46.42,100,13.1,177,20.8,10,2.1,45.93,46.88,48.9,48.7,48.2
7/24/2012 23:00,0,20.6,170,46.74,100,13,171,23.3,10,2,46.66,46.88,48.7,48.6,48.1
7/25/2012 0:00,0,20.7,166,46.65,100,13,177,24.3,5,2,46.56,46.77,48.6,48.5,48
7/25/2012 1:00,0,18.1,159,46.66,100,12.9,164,21.5,1,2,46.55,46.77,48.5,48.4,48
7/25/2012 2:00,0.01,18.8,154,46.58,100,12.9,168,20.9,0,2,46.56,46.66,48.4,48.3,47.9
7/25/2012 3:00,0,20.8,148,46.58,100,12.8,153,23.7,0,2.1,46.45,46.66,48.3,48.2,47.8
7/25/2012 4:00,0.01,21.3,149,46.64,100,12.8,158,27.1,0,1.9,46.45,46.77,48.2,48.1,47.7
7/25/2012 5:00,0.04,18.8,148,46.76,100,12.8,152,21.3,1,1.7,46.66,46.88,48.1,48,47.6
7/25/2012 6:00,0.02,20,145,46.65,100,12.8,154,23.9,3,1.8,46.45,46.77,48,47.9,47.5
7/25/2012 7:00,0,22.1,142,46.42,100,12.8,144,25.6,11,1.7,46.25,46.56,47.9,47.8,47.5
7/25/2012 8:00,0.02,24.7,142,46.15,100,12.9,147,29.5,26,1.8,46.04,46.25,47.9,47.7,47.4
7/25/2012 9:00,0.02,26.4,144,46.1,100,13.2,152,30.2,48,1.6,46.04,46.25,47.8,47.6,47.3
7/25/2012 10:00,0,26.5,144,46.11,100,13.5,149,32.3,54,1.7,46.04,46.25,47.7,47.5,47.2
7/25/2012 11:00,0,25.4,142,46.22,100,13.5,150,31,63,1.6,45.93,46.45,47.7,47.5,47.1
7/25/2012 12:00,0,25.1,140,46.07,100,13.5,152,32.1,46,1.7,45.61,46.56,47.7,47.4,47.1
7/25/2012 13:00,0,26,141,45.72,100,13.5,148,32.3,51,1.4,45.51,45.93,47.6,47.4,47
7/25/2012 14:00,0,27.8,135,45.81,100,13.5,145,32.7,42,0.9,45.61,45.93,47.5,47.3,46.9
7/25/2012 15:00,0.02,24.3,133,46.11,98,13.4,150,29,27,1.6,45.93,46.35,47.5,47.3,46.9
7/25/2012 16:00,0.01,23.8,141,46.4,99,13.5,148,31.1,30,1.8,46.14,46.77,47.4,47.2,46.8
7/25/2012 17:00,0,23.6,134,47.15,95,13.5,142,28.5,27,1.7,46.45,48.03,47.3,47.1,46.8
7/25/2012 18:00,0,24,138,48.82,93,13.5,149,32,31,1.8,47.82,49.46,47.3,47.1,46.7
7/25/2012 19:00,0,26,143,50.06,91,13.4,148,33.4,33,2,49.13,50.6,47.4,47.1,46.7
7/25/2012 20:00,0.01,28.9,146,50.7,96,13.4,152,35.4,56,2,50.18,51.12,47.4,47.1,46.6
7/25/2012 21:00,0.01,29,152,49.86,97,13.4,164,35.1,57,2.2,49.24,50.5,47.6,47.1,46.6
7/25/2012 22:00,0,22.6,144,49.35,95,13.2,150,30.4,12,2,48.93,49.98,47.7,47.1,46.5
7/25/2012 23:00,0,20.2,151,49.3,98,13,176,25.1,5,2.2,48.93,49.77,47.7,47.2,46.5
7/26/2012 0:00,0.01,22.3,163,49.06,99,13,173,27.6,10,2.2,48.93,49.34,47.7,47.2,46.5
7/26/2012 1:00,0,24.8,154,49.54,98,12.9,164,30.2,2,2.1,49.13,49.98,47.8,47.2,46.4
7/26/2012 2:00,0,22.4,143,50.02,92,12.9,153,28.9,0,2.2,49.55,50.6,47.8,47.2,46.4
7/26/2012 3:00,0,25.2,142,50.27,94,12.9,154,31.5,0,2.1,49.87,50.71,47.8,47.3,46.4
7/26/2012 4:00,0,25.8,148,50.36,92,12.8,155,30.7,0,2.1,49.87,50.82,47.8,47.3,46.4
7/26/2012 5:00,0,24.2,145,50.99,93,12.8,159,31,0,2.1,50.6,51.44,47.8,47.3,46.4
7/26/2012 6:00,0,26,149,50.57,99,12.8,152,32.9,1,2.1,50.07,51.23,47.9,47.3,46.4
7/26/2012 7:00,0,23.6,155,49.91,100,12.8,157,29.2,3,1.8,49.77,50.39,47.9,47.3,46.4
7/26/2012 8:00,0.02,23.3,147,49.84,100,12.8,157,27.2,9,2.2,49.66,49.98,48,47.3,46.3
7/26/2012 9:00,0.02,20.2,148,50.08,100,12.8,155,25.9,11,2.1,49.98,50.29,48,47.4,46.3
7/26/2012 10:00,0.01,20.3,147,50.38,100,12.8,154,27.4,15,2.2,50.29,50.39,48.1,47.4,46.3
7/26/2012 11:00,0,23.1,157,50.34,99,13,174,26.2,38,2.1,50.07,50.6,48.2,47.5,46.3
7/26/2012 12:00,0,20.3,152,50.82,100,13.4,155,25.8,98,2.1,50.39,51.22,48.3,47.5,46.3
7/26/2012 13:00,0.01,22.9,151,51.29,100,13.4,156,26.4,98,2.1,51.01,51.65,48.4,47.6,46.3
7/26/2012 14:00,0.01,22.4,163,51.41,100,13.4,173,30.1,91,2.2,50.81,51.65,48.6,47.8,46.3
7/26/2012 15:00,0.01,25.8,171,50.76,100,13.4,177,29.3,100,2,50.38,51.23,48.8,47.9,46.4
7/26/2012 16:00,0.15,22.4,174,49.52,100,13.4,181,29.4,67,2,49.12,50.49,48.9,48,46.4
7/26/2012 17:00,0.03,19.4,169,50.11,100,13.4,177,23.6,139,2.3,49.55,50.5,49,48.1,46.4
7/26/2012 18:00,0.01,19.3,166,49.94,100,13.4,175,28.2,123,2.2,49.45,50.5,49.1,48.2,46.5
7/26/2012 19:00,0.06,19.7,172,49.52,100,13.4,176,22.7,57,2.1,49.02,50.18,49.2,48.3,46.5
7/26/2012 20:00,0.03,16.1,183,48.66,100,13.4,174,18.5,47,2.2,47.56,49.13,49.2,48.4,46.6
7/26/2012 21:00,0.04,14,198,47.47,100,13.5,202,17.3,48,2.1,47.35,47.67,49.2,48.5,46.7
7/26/2012 22:00,0.01,10.7,196,47.32,100,13.4,201,13.1,31,2.2,47.03,47.56,49.1,48.5,46.7
7/26/2012 23:00,0,8.5,194,47.11,100,13.2,195,11.4,18,2.2,46.84,47.36,49,48.4,46.8
7/27/2012 0:00,0.01,8.6,205,46.65,100,13,216,10.5,9,2.2,46.14,47.08,48.8,48.4,46.8
7/27/2012 1:00,0,9.4,208,45.63,100,13,217,11.5,2,2.1,45.2,46.14,48.7,48.3,46.8
7/27/2012 2:00,0,7.6,203,44.91,100,12.9,208,10.8,0,2.1,44.35,45.3,48.5,48.2,46.8
7/27/2012 3:00,0,11.9,208,44.02,100,12.9,213,14.9,0,2.2,43.94,44.35,48.3,48,46.8
7/27/2012 4:00,0,5,218,43.83,100,12.8,223,11.2,0,2.1,43.62,43.94,48,47.9,46.8
7/27/2012 5:00,0,2,356,43.62,100,12.8,343,4.4,1,2.2,43.1,43.94,47.8,47.7,46.7
7/27/2012 6:00,0.01,2.6,235,43.02,100,12.8,260,5.2,3,2.2,42.89,43.31,47.6,47.5,46.7
7/27/2012 7:00,0,5.7,225,42.08,100,12.8,219,8.6,16,2.1,41.42,42.68,47.4,47.4,46.6
7/27/2012 8:00,0,3.2,187,42.57,100,13.3,236,4.8,126,2.1,41.75,43.31,47.2,47.2,46.6
7/27/2012 9:00,0,2,56,43.01,100,13.4,349,5.1,118,2.2,42.4,43.57,47,47,46.5
7/27/2012 10:00,0,6.4,175,43.39,100,13.4,199,9.6,150,2.4,42.84,43.99,47.1,46.9,46.4
7/27/2012 11:00,0,5.4,181,43.48,99,13.5,184,8.7,75,2.3,42.84,43.81,47.2,47,46.3
7/27/2012 12:00,0,6.1,150,44.24,100,13.5,183,10.7,119,2.3,43.72,44.78,47.3,47,46.2
7/27/2012 13:00,0.01,10,152,44.49,100,13.5,169,13.8,103,2.2,43.73,45.08,47.3,47,46.2
7/27/2012 14:00,0.01,14.6,141,45.11,100,13.5,153,18,81,2.2,44.67,45.61,47.4,47,46.1
7/27/2012 15:00,0.01,19.3,168,44.96,100,13.5,178,24.6,127,2,44.56,45.51,47.4,47.1,46.1
7/27/2012 16:00,0,22.3,162,44.18,100,13.5,171,28.5,88,2.1,43.83,44.67,47.4,47,46.1
7/27/2012 17:00,0.02,21,152,43.96,97,13.5,159,26,106,2.2,43.41,44.46,47.3,47,46
7/27/2012 18:00,0.02,21.7,161,43.28,93,13.5,174,28.2,82,2.1,42.99,43.51,47.2,46.9,46
7/27/2012 19:00,0,23.1,151,43.5,91,13.5,166,27.7,40,2.2,43.21,43.73,47,46.9,46
7/27/2012 20:00,0.01,22.4,136,43.44,97,13.3,150,26.9,20,2.1,43.1,43.73,46.7,46.7,46
7/27/2012 21:00,0.01,23.7,143,43.59,98,13.3,150,32.3,19,2.1,43.41,43.94,46.5,46.6,45.9
7/27/2012 22:00,0.03,25.8,144,43.91,98,13.3,160,33,18,2.1,43.51,44.15,46.4,46.4,45.9
7/27/2012 23:00,0.03,27.9,149,44.03,99,13.1,149,35.8,12,2,43.73,44.35,46.2,46.2,45.9
7/28/2012 0:00,0.04,25.3,150,43.67,100,13,157,31.2,3,2.2,43.51,43.94,46.1,46.1,45.8
7/28/2012 1:00,0.04,25.8,150,43.71,100,13,161,31.2,1,2.1,43.62,43.83,45.9,46,45.7
7/28/2012 2:00,0.08,27,173,43.71,100,12.9,182,30.6,0,2,43.51,43.83,45.8,45.9,45.7
7/28/2012 3:00,0.04,26.9,176,43.71,100,12.9,178,31.8,0,1.9,43.41,43.83,45.7,45.7,45.6
7/28/2012 4:00,0.02,18.9,183,43.32,100,12.9,178,26.8,0,1.9,42.99,43.41,45.6,45.6,45.5
7/28/2012 5:00,0,18.8,183,42.75,100,12.8,187,23.7,1,1.8,42.46,43.1,45.5,45.5,45.4
7/28/2012 6:00,0,17.6,186,42.44,100,12.8,201,21.3,3,1.8,42.37,42.48,45.4,45.4,45.4
7/28/2012 7:00,0,14.6,181,42.42,100,12.8,198,18.5,9,1.7,42.27,42.49,45.3,45.3,45.3
7/28/2012 8:00,0,15.7,179,42.78,100,12.9,189,18.9,35,1.8,42.38,43.1,45.2,45.2,45.2
7/28/2012 9:00,0,15.1,172,42.98,100,13.2,189,19.1,48,1.6,42.68,43.21,45.1,45.1,45.1
7/28/2012 10:00,0,16.9,186,42.99,100,13.5,199,20.3,139,1.8,42.46,43.73,45.1,45.1,45.1
7/28/2012 11:00,0,17.2,187,42.68,100,13.5,201,21.5,116,2.1,42.26,43.31,45.2,45,45
7/28/2012 12:00,0,17.2,179,43.51,93,13.5,186,20,179,2.2,42.89,44.26,45.3,45.1,44.9
7/28/2012 13:00,0,13.8,182,44.67,88,13.5,179,17,257,2.1,43.83,45.78,45.4,45.1,44.9
7/28/2012 14:00,0,11,179,45.97,87,13.4,191,13.1,219,2.2,45.14,47.88,45.7,45.2,44.8
7/28/2012 15:00,0,11.5,169,47.85,83,13.4,194,14.6,215,2.4,47.02,48.79,46,45.4,44.8
7/28/2012 16:00,0,12.4,157,48.65,85,13.4,170,16,193,2.2,48.15,49.1,46.3,45.6,44.8
7/28/2012 17:00,0,11.6,145,48.65,87,13.4,147,14.5,149,2.2,48.05,49.34,46.6,45.9,44.8
7/28/2012 18:00,0,12.5,154,48.63,92,13.4,149,15,120,2.2,48.08,49.02,46.8,46,44.8
7/28/2012 19:00,0.01,9.8,153,48.49,97,13.4,162,11.5,85,2.3,47.88,48.93,47,46.2,44.9
7/28/2012 20:00,0.02,8.9,155,47.71,99,13.4,163,11.3,60,2.2,47.24,48.08,47.1,46.4,44.9
7/28/2012 21:00,0.05,6.3,147,47.13,100,13.5,148,9.7,48,2.2,46.82,47.46,47.2,46.5,45
7/28/2012 22:00,0.03,4.8,101,46.98,100,13.4,123,7.5,35,2.3,46.82,47.24,47.2,46.5,45
7/28/2012 23:00,0.06,4.3,90,46.84,100,13.1,116,6.1,9,2.3,46.72,46.88,47.2,46.6,45.1
7/29/2012 0:00,0.07,5.5,42,46.81,100,13,71,7,4,2.2,46.56,46.98,47.2,46.6,45.1
7/29/2012 1:00,0.08,4.5,30,46.58,100,12.9,37,5.6,1,2.2,46.56,46.66,47.2,46.6,45.2
7/29/2012 2:00,0.09,4.2,49,46.62,100,12.9,46,5.3,0,2.2,46.56,46.66,47.1,46.6,45.3
7/29/2012 3:00,0.07,4.1,30,46.69,100,12.9,41,5.1,0,2.2,46.56,46.88,47,46.6,45.3
7/29/2012 4:00,0.04,5,85,47.16,100,12.8,76,7.5,0,2.2,46.77,47.5,47,46.6,45.4
7/29/2012 5:00,0.11,4,126,47.92,100,12.8,139,5.8,0,2.2,47.4,48.24,46.9,46.5,45.4
7/29/2012 6:00,0.09,3.1,39,48.17,100,12.8,73,5.4,1,2.2,47.92,48.42,46.9,46.5,45.4
7/29/2012 7:00,0.11,6,27,48.56,100,12.8,355,9.5,3,2.2,48.2,49.14,47,46.5,45.5
7/29/2012 8:00,0.03,14.1,136,50.06,100,12.8,162,20.5,10,2.1,48.72,50.92,47,46.6,45.5
7/29/2012 9:00,0.04,16,158,50.53,100,12.9,167,19,20,2.1,50.29,50.82,47.2,46.6,45.5
7/29/2012 10:00,0.1,19.3,157,50.57,100,12.9,165,25.7,19,2.2,50.39,50.82,47.4,46.7,45.5
7/29/2012 11:00,0.04,16.9,155,50.36,100,13,183,19.6,27,2.2,50.29,50.39,47.6,46.8,45.5
7/29/2012 12:00,0.1,12.8,147,50.29,100,13,157,16.5,24,2.2,49.98,50.39,47.7,47,45.5
7/29/2012 13:00,0.03,21.8,128,49.16,100,13.3,140,26.8,37,2.2,48.72,50.07,47.9,47.1,45.6
7/29/2012 14:00,0.03,25.6,133,48.75,100,13.4,143,29.5,72,2.2,48.61,48.93,48,47.2,45.6
7/29/2012 15:00,0.1,24.3,141,48.67,100,13.4,126,30.7,88,1.9,48.5,48.93,48,47.3,45.6
7/29/2012 16:00,0.04,25.8,162,47.82,100,13.4,164,29.2,166,2.2,46.51,49.02,48.1,47.3,45.7
7/29/2012 17:00,0.01,20,169,46.99,100,13.4,177,24.4,205,2.1,46.41,47.77,48.2,47.4,45.8
7/29/2012 18:00,0.01,23.8,167,46.4,97,13.4,176,28.7,173,2.1,45.98,46.93,48.2,47.5,45.8
7/29/2012 19:00,0,18.8,159,46.34,98,13.5,160,22.7,139,2.2,45.78,46.72,48.2,47.6,45.8
7/29/2012 20:00,0.01,18.5,140,46.62,97,13.5,149,23.5,90,2.2,46.3,46.84,48.2,47.6,45.9
7/29/2012 21:00,0.01,22.1,137,46.65,98,13.5,149,28.7,54,2.1,46.34,46.97,48.1,47.6,45.9
7/29/2012 22:00,0.05,21.7,157,46.49,100,13.4,158,25.9,33,2,46.25,47.09,48,47.6,45.9
7/29/2012 23:00,0,23.4,162,45.99,100,13.3,174,28.6,22,2,45.61,46.56,47.9,47.5,45.9
7/30/2012 0:00,0,21.2,164,45.18,100,13.1,163,25.2,10,2.1,44.78,45.61,47.7,47.4,45.9
7/30/2012 1:00,0,14.9,169,44.28,100,13,177,17.8,1,2.1,43.94,44.88,47.5,47.3,46
7/30/2012 2:00,0,11.6,163,43.84,100,12.9,185,14.9,0,2.2,43.73,43.94,47.3,47.2,46
7/30/2012 3:00,0,16.8,142,43.97,100,12.9,160,22.1,0,2.2,43.83,44.15,47.1,47,45.9
7/30/2012 4:00,0,19.1,149,43.79,100,12.9,155,24.8,0,2.1,43.51,44.04,46.9,46.8,45.9
7/30/2012 5:00,0,20.1,156,42.99,100,12.8,164,25.3,0,2.2,42.46,43.51,46.7,46.7,45.9
7/30/2012 6:00,0,18.4,151,42.09,100,12.8,169,23.6,2,2.2,41.65,42.46,46.5,46.5,45.8
7/30/2012 7:00,0,18.8,133,41.23,100,12.8,145,23.5,7,2.2,40.72,41.66,46.3,46.3,45.8
7/30/2012 8:00,0,20.7,129,40.26,100,12.9,135,25,22,2.2,39.98,40.72,46,46.1,45.7
7/30/2012 9:00,0,17.5,124,40.2,100,12.9,138,22.3,19,2.2,39.99,40.52,45.7,45.9,45.6
7/30/2012 10:00,0,15.7,122,40.86,100,12.9,127,21.1,25,2.2,40.52,41.13,45.5,45.7,45.5
7/30/2012 11:00,0,18.8,132,41.64,100,13.3,141,24.8,65,2.2,41.03,42.07,45.3,45.6,45.4
7/30/2012 12:00,0.02,18.2,156,42.03,100,13.5,147,23.3,94,2.2,41.55,42.48,45.3,45.4,45.4
7/30/2012 13:00,0.01,18.6,192,41.88,100,13.5,209,22.5,125,2.1,41,42.78,45.2,45.3,45.3
7/30/2012 14:00,0.01,18.6,212,41.28,100,13.5,230,21.8,212,2.1,40.8,41.84,45.3,45.3,45.2
7/30/2012 15:00,0.01,19.8,228,41.15,99,13.5,230,23.7,295,2,40.38,42.05,45.4,45.3,45.1
7/30/2012 16:00,0.01,21.2,234,40.44,99,13.5,249,26.3,291,2,39.75,41,45.5,45.3,45
7/30/2012 17:00,0.02,21.5,236,38.87,100,13.6,241,25.2,101,2.2,37.9,40.07,45.5,45.3,44.9
7/30/2012 18:00,0,20,243,37.47,100,13.6,245,24.1,89,2.1,36.98,38.11,45.3,45.3,44.9
7/30/2012 19:00,0.01,16.1,245,37.18,100,13.6,252,18.7,74,2.1,36.98,37.5,45,45.2,44.9
7/30/2012 20:00,0,13.6,228,36.93,98,13.6,243,17.1,63,2.1,36.47,37.19,44.8,45,44.8
7/30/2012 21:00,0,11.1,236,36.21,98,13.6,248,15,43,2.2,35.84,36.98,44.5,44.8,44.8
7/30/2012 22:00,0,10.1,258,36.04,94,13.4,253,13.1,28,2.2,35.76,36.2,44.2,44.6,44.8
7/30/2012 23:00,0,4.5,239,36.17,98,13.5,262,10.7,28,2.2,35.88,36.4,44,44.4,44.7
7/31/2012 0:00,0,4.3,232,36.22,100,13,252,7.5,7,2.2,35.88,36.41,43.7,44.2,44.6
7/31/2012 1:00,0,4.9,238,35.93,100,13,253,9.1,3,2.3,35.78,36.1,43.5,44,44.5
7/31/2012 2:00,0,2.8,212,35.82,100,12.9,226,4.3,1,2.2,35.58,36.1,43.3,43.8,44.4
7/31/2012 3:00,0,3.3,193,35.8,100,12.9,222,5,0,2.3,35.58,35.99,43.1,43.6,44.3
7/31/2012 4:00,0,4.4,173,35.85,100,12.8,196,5.9,0,2.3,35.69,35.99,42.9,43.4,44.2
7/31/2012 5:00,0.01,3.6,145,35.8,100,12.8,161,5.4,1,2.3,35.69,35.89,42.7,43.2,44.1
7/31/2012 6:00,0.01,5.8,138,35.78,100,12.8,158,7.7,2,2.2,35.69,35.89,42.5,43,44
7/31/2012 7:00,0,5.2,108,35.69,100,12.8,137,7.8,6,2.2,35.58,35.78,42.3,42.8,43.8
7/31/2012 8:00,0.01,7.3,117,35.72,100,12.8,140,11.5,12,2.2,35.58,35.89,42.2,42.7,43.7
7/31/2012 9:00,0,8.8,117,36.01,100,12.8,151,12.5,19,2.2,35.78,36.21,42.1,42.5,43.6
7/31/2012 10:00,0,7.5,139,36.81,100,12.9,141,12.3,38,2.2,36.21,37.45,41.9,42.4,43.5
7/31/2012 11:00,0,7.3,135,37.77,99,13.4,163,10.8,82,2.3,36.7,38.36,41.9,42.3,43.4
7/31/2012 12:00,0,9,122,38.31,97,13.6,158,13.6,108,2.2,37.82,38.86,42,42.2,43.3
7/31/2012 13:00,0,9.2,121,39.2,93,13.6,117,14.3,109,2.2,38.55,39.69,42.1,42.3,43.2
7/31/2012 14:00,0,9.6,128,40.99,88,13.5,138,14.7,216,2.2,39.58,43.21,42.2,42.3,43.1
7/31/2012 15:00,0,13.3,130,44.33,78,13.5,137,18.5,558,2.3,42.37,47.07,42.6,42.4,43
7/31/2012 16:00,0,14.4,136,46.39,73,13.4,151,19.3,673,2.3,45.25,48.04,43.4,42.7,43
7/31/2012 17:00,0,14.6,116,46.62,72,13.4,133,17.4,441,2.2,45.51,48.05,44.4,43.2,42.9
7/31/2012 18:00,0,14.1,114,48.16,65,13.4,124,18.1,469,2.1,46.57,49.42,45.1,43.7,42.9
7/31/2012 19:00,0,12.7,112,48.25,64,13.4,125,17.1,181,2.3,48.03,48.77,45.7,44.2,43
7/31/2012 20:00,0,14.7,104,48.58,64,13.4,128,19.8,275,2.1,47.97,49.55,46,44.7,43.1
7/31/2012 21:00,0,13.9,101,48.18,64,13.4,97,18,181,2.1,47.97,48.5,46.1,45,43.2
7/31/2012 22:00,0,12.4,102,48.19,64,13.4,119,16.4,137,2.3,47.88,48.4,46.2,45.2,43.4
7/31/2012 23:00,0,9.1,93,47.69,65,13.4,111,11.8,72,2.3,47.24,48.08,46.2,45.3,43.5
8/1/2012 0:00,0,10.5,87,46.92,70,13.3,105,13.8,26,2.1,46.25,47.46,46.1,45.3,43.6
8/1/2012 1:00,0,9.7,95,46.2,72,13,107,12.2,6,2.2,45.83,46.66,45.9,45.3,43.8
8/1/2012 2:00,0,10.7,84,46.16,72,12.9,98,15,0,2.1,45.72,46.66,45.6,45.2,43.9
8/1/2012 3:00,0,16.7,107,45.86,80,12.9,115,23.1,0,2.1,45.3,46.35,45.4,45.1,43.9
8/1/2012 4:00,0,14.5,88,45,84,12.9,98,19.3,0,2.1,44.56,45.4,45.2,44.9,44
8/1/2012 5:00,0,14.8,89,44.59,95,12.8,94,18.7,0,2.3,43.62,45.2,45,44.8,44
8/1/2012 6:00,0.01,15.8,103,43.83,98,12.8,110,20.6,1,2.2,43.31,44.46,44.9,44.7,44
8/1/2012 7:00,0.01,17.4,105,44.55,99,12.8,109,21.5,4,2.2,44.35,44.88,44.8,44.6,44
8/1/2012 8:00,0.01,17.9,109,44.67,99,12.8,126,21.7,13,2.2,44.46,44.88,44.7,44.5,43.9
8/1/2012 9:00,0,18.4,107,44.74,100,13,111,22.4,38,2.2,44.56,44.88,44.7,44.5,43.9
8/1/2012 10:00,0,16.7,104,45.25,97,13.4,112,19,49,2.2,44.88,45.93,44.7,44.4,43.9
8/1/2012 11:00,0,18.4,111,46.54,93,13.5,118,25.3,86,2.1,45.93,46.88,44.8,44.5,43.8
8/1/2012 12:00,0,18.6,113,47.12,91,13.5,128,22,93,2.1,46.77,47.61,44.9,44.5,43.8
